tipo;precio;localidad;latitud;longitud;superficie_construida;habitaciones;banyos;antiguedad;conservacion;terraza;jardin;orientacion;garaje;piscina;aire_acondicionado;trastero;ascensor;planta;fecha;detalle_url
Piso;495000;Torrevieja;37.9774112;-0.6845425;112.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;2025-11-27;https://www.pisos.com/comprar/piso-torrevieja-59253095850_106500/
Apartamento;249000;Benidorm;38.5398226;-0.1059548;65.0;2.0;1.0;Entre 20 y 30 años;Desconocida;False;Privado;Sur-Este;Desconocido;Comunitaria;False;False;True;15ª;2026-02-10;https://www.pisos.com/comprar/apartamento-raco_de_oix03503-59253113234_100500/
Apartamento;249900;Alicante Alacant;38.3548811;-0.4797691;74.0;1.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-02-06;https://www.pisos.com/comprar/apartamento-pla_del_bon_repos03013-59253121628_105600/
Casa;290000;Santa Pola;38.220250456;-0.518250601;104.0;2.0;2.0;Desconocida;En buen estado;True;Privado;Todos;Desconocido;Exterior;False;False;False;0ª;2026-02-05;https://www.pisos.com/comprar/casa-gran_alacant-59253125858_109300/
Casa;109000;Torrevieja;37.9641835;-0.7366449;31.0;1.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/casa-los_balcones_los_altos_punta_prima03186-59253153187_105600/
Apartamento;170000;Benidorm;38.5341;-0.101984;48.0;3.0;1.0;Desconocida;En buen estado;True;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;;https://www.pisos.com/comprar/apartamento-raco_de_oix03503-59253170876_107500/
Casa;144000;Torrevieja;37.9548141;-0.716705;100.0;3.0;1.0;Desconocida;Desconocida;True;Desconocido;Sur;Desconocido;Comunitaria;True;True;False;0ª;2026-02-12;https://www.pisos.com/comprar/casa_adosada-los_balcones_los_altos_punta_prima03185-59253172345_100500/
Chalet;314999;Torrevieja;37.9652961;-0.7272199;260.0;3.0;3.0;Entre 20 y 30 años;Desconocida;True;Privado;Desconocido;Privado;Exterior;True;False;False;0ª;2026-01-28;https://www.pisos.com/comprar/chalet-los_balcones_los_altos_punta_prima03186-59253187524_100500/
Apartamento;390000;Calpe Calp;38.6453494;0.0611069;107.0;2.0;2.0;Desconocida;Desconocida;True;Privado;Desconocido;Desconocido;Comunitaria;True;True;True;Desconocida;2025-11-13;https://www.pisos.com/comprar/apartamento-la_cometa_carrio_park-59253204479_109200/
Chalet;459900;Rojales;38.047460988;-0.720035148;102.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-rojales_centro_urbano-59253207832_106500/
Apartamento;330000;Santa Pola;38.196415827;-0.559468001;134.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2025-12-05;https://www.pisos.com/comprar/apartamento-centre_port_platja_llevant-59253259185_105600/
Piso;90000;Castalla;38.590335304;-0.671230074;122.0;4.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;3ª;2026-02-11;https://www.pisos.com/comprar/piso-castalla_centro_urbano-59253272106_100500/
Casa;492000;Pilar de la Horadada;37.863690985;-0.789334036;96.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2025-11-20;https://www.pisos.com/comprar/casa-pilar_de_la_horadada_nucleo03190-59253312064_105600/
Casa;793000;Algorfa;38.086010042;-0.796914254;185.0;4.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2025-12-09;https://www.pisos.com/comprar/casa-algorfa_centro_urbano-59253338807_105600/
Casa;1500000;Xàbia Jávea;38.7688904;0.162072;390.0;6.0;4.0;Entre 10 y 20 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/casa-xabia_javea-59253366800_106600/
Casa;190000;El Poble Nou de Benitatxell Benitachell;38.70027408;0.155722955;70.0;2.0;1.0;Entre 10 y 20 años;Desconocida;False;Desconocido;Desconocido;Desconocido;Comunitaria;True;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa_adosada-el_poble_nou_de_benitatxell_benitachell_centro_urb-59253378194_109300/
Piso;209000;Finestrat;38.530753587;-0.166779976;67.0;2.0;1.0;Entre 30 y 50 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;True;False;True;7ª;;https://www.pisos.com/comprar/piso-finestrat-59253381322_106500/
Apartamento;189000;El Campello;38.469;-0.337115;76.0;2.0;1.0;Entre 10 y 20 años;Desconocida;True;Privado;Este;Privado;Comunitaria;True;False;True;3ª;;https://www.pisos.com/comprar/apartamento-norte_venta_lanuza_cala_or-59253395456_100500/
Chalet;344000;Benijófar;38.074096;-0.7396588;100.0;2.0;2.0;Menos de 5 años;En buen estado;True;Privado;Este;Privado;Exterior;True;False;False;0ª;2026-02-23;https://www.pisos.com/comprar/chalet-benijofar_centro_urbano-59253414962_100500/
Chalet;1380000;Calpe Calp;38.647009959;0.046031903;248.0;4.0;4.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2025-11-30;https://www.pisos.com/comprar/chalet-calpe_calp-59253417842_106500/
Casa;685000;Rojales;38.067924001;-0.713332656;430.0;6.0;5.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2025-11-19;https://www.pisos.com/comprar/casa-ciudad_quesada-59253431042_105600/
Apartamento;462000;Xàbia Jávea;38.7913577;0.1509962;105.0;3.0;2.0;Desconocida;Desconocida;True;Desconocido;Desconocido;Privado;Exterior;True;True;True;Desconocida;;https://www.pisos.com/comprar/apartamento-la_ermita_montgo03730-59253465819_109300/
Chalet;614999;Dénia;38.8401177;0.1097067;165.0;4.0;1.0;Entre 30 y 50 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;False;False;False;0ª;2025-11-28;https://www.pisos.com/comprar/chalet-denia-59253480010_106600/
Apartamento;443825;Sant Joan D'alacant;38.389516397;-0.425454722;129.0;2.0;2.0;Desconocida;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;False;Desconocida;2025-12-13;https://www.pisos.com/comprar/apartamento-sant_joan_alacant_centro_urbano-59253496708_108900/
Casa;450000;Finestrat;38.548802;-0.1940357;176.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/casa-finestrat-59253507285_106500/
Chalet;595000;Orihuela;38.081883522;-0.955063505;431.0;4.0;4.0;Entre 20 y 30 años;Desconocida;True;Privado;Todos;Desconocido;Exterior;True;False;False;0ª;2025-12-10;https://www.pisos.com/comprar/chalet-orihuela_nucleo_urbano03312-59253516134_100500/
Piso;299999;La Vila Joiosa Villajoyosa;38.498142;-0.2697621;130.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-01-09;https://www.pisos.com/comprar/piso-montiboli_playa_el_paraiso-59253547436_106500/
Ático;640000;Guardamar del Segura;38.08595981;-0.651288346;91.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2025-11-20;https://www.pisos.com/comprar/atico-guardamar_del_segura_centro-59253562044_105600/
Piso;169000;Dénia;38.837001;0.1047449;65.0;2.0;1.0;Más de 50 años;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;False;2ª;2025-12-02;https://www.pisos.com/comprar/piso-centro_urbano-59253567368_100500/
Casa;180000;Catral;38.158773849;-0.80413697;130.0;4.0;2.0;Desconocida;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;False;0ª;;https://www.pisos.com/comprar/casa-berengueres-59253577858_106500/
Apartamento;600000;Calpe Calp;38.644597;0.0570576;80.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-02-06;https://www.pisos.com/comprar/apartamento-la_cometa_carrio_park-59253581825_105600/
Piso;450000;Santa Pola;38.193170557;-0.567332177;110.0;2.0;3.0;Entre 30 y 50 años;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;6ª;2025-11-14;https://www.pisos.com/comprar/piso-gran_platja-59253590955_100500/
Casa;205000;Elx Elche;38.249046067;-0.520734227;70.0;2.0;1.0;Entre 10 y 20 años;Desconocida;True;Desconocido;Sur;Desconocido;Comunitaria;True;False;False;0ª;;https://www.pisos.com/comprar/casa-los_arenales_del_sol-59253599197_100500/
Casa;649000;Orihuela;38.084759034;-0.948611292;169.0;4.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2025-12-09;https://www.pisos.com/comprar/casa-orihuela_nucleo_urbano03300-59253609352_105600/
Piso;430000;Torrevieja;37.9761123;-0.6738734;136.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;;https://www.pisos.com/comprar/piso-torrevieja-59253696598_106500/
Casa;495000;Finestrat;38.5478;-0.174106;110.0;3.0;3.0;Menos de 5 años;A estrenar;True;Desconocido;Desconocido;Privado;Comunitaria;True;False;False;0ª;2026-02-20;https://www.pisos.com/comprar/casa-urbanizacion_golf_bahia-59253707716_103800/
Apartamento;139000;Jacarilla;38.0638192;-0.8601802;70.0;2.0;2.0;Menos de 5 años;Desconocida;False;Desconocido;Sur-Este;Desconocido;Comunitaria;False;True;True;0ª;2025-11-29;https://www.pisos.com/comprar/apartamento-jacarilla_centro_urbano-59253744042_100500/
Casa;660000;San Fulgencio;38.142327799;-0.669642984;135.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2025-12-09;https://www.pisos.com/comprar/casa-san_fulgencio_centro_urbano-59253749976_105600/
Casa;100000;Algueña;38.3363;-1.00211;283.0;5.0;1.0;Más de 50 años;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/casa-alguena_centro_urbano-59253766362_106600/
Chalet;785000;Dénia;38.8269199;0.0820509;195.0;3.0;4.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Exterior;True;True;False;0ª;;https://www.pisos.com/comprar/chalet-la_sella_la_xara_jesus_pobre03700-59253830594_109200/
Chalet;359000;Crevillent;38.224037196;-0.846150116;220.0;5.0;2.0;Desconocida;Desconocida;True;Privado;Sur;Privado;Sin piscina;False;True;False;0ª;2025-12-24;https://www.pisos.com/comprar/chalet-crevillent_centro_urbano-59253835227_100500/
Apartamento;230000;El Campello;38.41177;-0.40175354;55.0;1.0;1.0;Más de 50 años;En buen estado;False;Comunitario;Sur-Este;Desconocido;Sin piscina;True;False;True;2ª;2025-11-17;https://www.pisos.com/comprar/apartamento-platja_muchavista-59253839002_109800/
Piso;440000;Calpe Calp;38.6448838;0.0595644;123.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;True;Desconocida;;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-59253848461_106600/
Casa;280000;Xàbia Jávea;38.7884;0.1611;215.0;3.0;2.0;Más de 50 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2025-11-21;https://www.pisos.com/comprar/casa_adosada-xabia_javea_centro03730-59253854179_106600/
Ático;538000;Torrevieja;37.9779392;-0.6720893;62.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;2025-11-18;https://www.pisos.com/comprar/atico-playa_del_cura03182-59253865633_105600/
Piso;240000;Calpe Calp;38.650760644;0.075172945;57.0;2.0;1.0;Más de 50 años;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;True;Desconocida;2026-02-05;https://www.pisos.com/comprar/piso-playa_de_levante_o_la_fossa-59253891511_108700/
Apartamento;205000;El Fondó de les Neus Hondón de las Nieves;38.309012952;-0.85518352;83.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-02-22;https://www.pisos.com/comprar/apartamento-el_fondo_de_les_neus_hondon_de_las_nieves_centro_u-59253919504_105600/
Ático;110000;Torrevieja;37.9815472;-0.6714785;53.0;1.0;1.0;Entre 20 y 30 años;Desconocida;False;Desconocido;Este;Desconocido;Sin piscina;False;False;True;5ª;;https://www.pisos.com/comprar/atico-playa_del_cura03182-59253961319_100500/
Apartamento;249000;La Vila Joiosa Villajoyosa;38.513503915;-0.232321607;48.0;1.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;2025-12-09;https://www.pisos.com/comprar/apartamento-hacienda_del_sol_montesol-59253967944_105600/
Casa;425000;Finestrat;38.551605164;-0.197809861;118.0;3.0;3.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Comunitaria;True;False;True;0ª;2025-11-26;https://www.pisos.com/comprar/casa_adosada-urbanizaciones_balco_de_finestrat_terra_marina-59253981898_109200/
Apartamento;336000;Altea;38.6132918;-0.0338262;65.0;1.0;1.0;Más de 50 años;Desconocida;True;Desconocido;Sur-Este;Desconocido;Sin piscina;True;False;True;0ª;2026-02-10;https://www.pisos.com/comprar/apartamento-olla03590-59253986483_100500/
Casa;429900;San Miguel de Salinas;37.9832715;-0.7932194;107.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/casa-san_miguel_de_salinas_centro_urbano-59254035715_106600/
Chalet;440000;La Nucia;38.5914582;-0.1266096;295.0;5.0;4.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Privado;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-la_nucia_centro_urbano-59254036387_100500/
Casa;540000;Finestrat;38.566975688;-0.213156922;107.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-20;https://www.pisos.com/comprar/casa-area_de_finestrat-59254039200_105600/
Finca;395000;Calpe Calp;38.667125851;0.047485683;137.0;3.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2026-02-24;https://www.pisos.com/comprar/finca_rustica-las_adelfas_benicolada_garduix-59254052368_108900/
Piso;139500;Polop;38.634208535;-0.136950582;75.0;2.0;1.0;Entre 10 y 20 años;En buen estado;False;Comunitario;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;2026-01-08;https://www.pisos.com/comprar/piso-polop_centro_urbano-59254052647_109300/
Casa;219000;Cox;38.1400752;-0.9175772;81.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-01-08;https://www.pisos.com/comprar/casa_adosada-cox_centro_urbano-59254061502_106600/
Piso;212000;Alicante Alacant;38.3664595;-0.496067;60.0;2.0;1.0;Menos de 5 años;Desconocida;False;Desconocido;Este;Desconocido;Sin piscina;True;True;True;3ª;2026-02-11;https://www.pisos.com/comprar/piso-los_angeles_rabasa_san_agustin_los_angeles03009-59254072622_102200/
Casa;415000;Alicante Alacant;38.3611734;-0.4214607;152.0;3.0;2.0;Desconocida;En buen estado;False;Desconocido;Desconocido;Privado;Exterior;True;True;False;0ª;2025-12-06;https://www.pisos.com/comprar/casa_adosada-cabo_de_la_huerta-59254085712_106700/
Casa;549900;Orihuela;38.084759034;-0.948611292;175.0;4.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-20;https://www.pisos.com/comprar/casa-orihuela_nucleo_urbano03300-59254091264_105600/
Piso;1250000;Benissa;38.669288616;0.078223076;249.0;4.0;4.0;Menos de 5 años;Desconocida;False;Privado;Desconocido;Desconocido;Exterior;True;False;False;Desconocida;2025-11-03;https://www.pisos.com/comprar/piso-la_fustera-59254106982_109300/
Piso;150000;Elx Elche;38.2761983;-0.7115097;122.0;3.0;2.0;Entre 30 y 50 años;Desconocida;False;Desconocido;Sur-Este;Desconocido;Sin piscina;False;False;True;2ª;;https://www.pisos.com/comprar/piso-carrus_este_cami_dels_magros03206-59254108055_100500/
Piso;88000;Onil;38.62913241;-0.667472484;80.0;3.0;1.0;Desconocida;A estrenar;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;2ª;;https://www.pisos.com/comprar/piso-onil_centro_urbano-59254115186_100500/
Apartamento;179000;Torrevieja;37.9777158;-0.6731294;85.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Norte;Privado;Sin piscina;False;False;True;Desconocida;;https://www.pisos.com/comprar/apartamento-playa_del_cura03182-59254127190_108500/
Chalet;375000;Orihuela;37.93233556;-0.76741509;120.0;3.0;3.0;Desconocida;En buen estado;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-las_filipinas_villamartin_canal_norte03193-59254154738_109300/
Chalet;570000;Elx Elche;38.1477714;-0.6427665;315.0;5.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2025-12-08;https://www.pisos.com/comprar/chalet-elx_elche-59254198796_106500/
Apartamento;237000;Elx Elche;38.2491654;-0.5183998;54.0;2.0;1.0;Desconocida;En buen estado;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;True;Desconocida;2026-02-24;https://www.pisos.com/comprar/apartamento-los_arenales_del_sol-59254209438_106700/
Piso;118000;Torrevieja;37.9806108;-0.6887734;58.0;2.0;1.0;Entre 20 y 30 años;En buen estado;True;Comunitario;Sur;Desconocido;Comunitaria;True;False;True;3ª;;https://www.pisos.com/comprar/piso-torrevieja_centro03181-59254222224_527421/
Apartamento;239900;Orihuela;38.037904911;-0.816011638;75.0;2.0;2.0;Desconocida;A estrenar;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-02-05;https://www.pisos.com/comprar/apartamento-orihuela_pedanias-59254227729_109300/
Piso;140000;Pego;38.842917293;-0.115771146;77.0;3.0;2.0;Desconocida;En buen estado;True;Desconocido;Sur;Desconocido;Sin piscina;False;False;True;2ª;;https://www.pisos.com/comprar/piso-pego_centro_urbano-59254241692_531680/
Piso;349000;Alcoi Alcoy;38.69175374;-0.48743906;175.0;4.0;2.0;Desconocida;Desconocida;True;Comunitario;Sur;Privado;Comunitaria;True;True;True;Desconocida;;https://www.pisos.com/comprar/piso-alcoi_alcoy_santa_rosa03802-59254241768_108500/
Casa;299000;Santa Pola;38.231997966;-0.52746984;147.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Privado;Exterior;False;False;False;0ª;2026-02-03;https://www.pisos.com/comprar/casa_adosada-gran_alacant-59254257467_105600/
Ático;425000;Orihuela;37.939015216;-0.746421614;297.0;2.0;2.0;Desconocida;A estrenar;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-02-24;https://www.pisos.com/comprar/atico-las_filipinas_villamartin_canal_norte03189-59254266305_109300/
Casa;396000;El Pinós Pinoso;38.4049802;-1.0323462;186.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-01-19;https://www.pisos.com/comprar/casa-el_pinos_pinoso_centro_urbano-59254266362_105600/
Apartamento;339900;Pilar de la Horadada;37.85356018;-0.786014178;90.0;3.0;2.0;Menos de 5 años;A estrenar;False;Desconocido;Desconocido;Privado;Comunitaria;False;False;False;0ª;2026-02-19;https://www.pisos.com/comprar/apartamento-pilar_de_la_horadada_nucleo03190-59254286280_998625/
Casa;475000;El Pinós Pinoso;38.402268971;-1.048279265;206.0;4.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/casa-el_pinos_pinoso_centro_urbano-59254291537_105600/
Piso;249900;San Miguel de Salinas;37.9832715;-0.7932194;82.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;;https://www.pisos.com/comprar/piso-san_miguel_de_salinas_centro_urbano-59254291933_105600/
Apartamento;239900;Torrevieja;37.9851093;-0.6815127;110.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2025-12-09;https://www.pisos.com/comprar/apartamento-torrevieja_nueva_torrevieja03181-59254298351_105600/
Chalet;140000;Villena;38.6075414;-0.8504308;144.0;3.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2026-01-09;https://www.pisos.com/comprar/chalet-villena_centro_urbano-59254317926_106500/
Casa;173000;Los Montesinos;38.0411386;-0.7450352;83.0;3.0;2.0;Entre 20 y 30 años;Desconocida;True;Privado;Desconocido;Desconocido;Comunitaria;True;False;False;0ª;;https://www.pisos.com/comprar/casa_adosada-los_montesinos_centro_urbano-59254338510_100500/
Chalet;620000;Rojales;38.083680747;-0.714284834;270.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2026-01-09;https://www.pisos.com/comprar/chalet-rojales_centro_urbano-59254342447_106600/
Piso;297900;Alicante Alacant;38.3699262;-0.4358853;90.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;;https://www.pisos.com/comprar/piso-albufereta03540-59254405951_106500/
Apartamento;229900;Torrevieja;37.9806222;-0.6905341;90.0;1.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;;https://www.pisos.com/comprar/apartamento-torrevieja_centro03181-59254415663_105600/
Piso;275000;Santa Pola;38.231411791;-0.527681977;90.0;3.0;1.0;Desconocida;En buen estado;True;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;True;4ª;2026-02-22;https://www.pisos.com/comprar/piso-gran_alacant-59254457601_100500/
Casa;255000;Rojales;38.067924001;-0.713332656;104.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2025-12-02;https://www.pisos.com/comprar/casa-ciudad_quesada-59254475345_105600/
Chalet;290000;Torrevieja;37.9986293;-0.6624521;102.0;3.0;2.0;Entre 20 y 30 años;En buen estado;True;Privado;Desconocido;Desconocido;Sin piscina;True;True;False;0ª;2025-12-12;https://www.pisos.com/comprar/chalet-aguas_nuevas_torreblanca_sector_2503183-59254481940_100500/
Casa;415000;Els Poblets;38.863508433;0.013390674;88.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2025-12-09;https://www.pisos.com/comprar/casa-els_poblets-59254521343_105600/
Estudio;69900;Torrevieja;37.9798348;-0.6834648;30.0;1.0;1.0;Entre 30 y 50 años;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;True;3ª;2026-02-23;https://www.pisos.com/comprar/estudio-torrevieja_centro03181-59254524957_100500/
Piso;214900;Santa Pola;38.193724346;-0.574188721;123.0;3.0;2.0;Más de 50 años;Desconocida;True;Desconocido;Este;Desconocido;Sin piscina;False;False;False;3ª;;https://www.pisos.com/comprar/piso-gran_platja-59254524968_100500/
Dúplex;67000;Petrer;38.481006957;-0.786668394;90.0;4.0;2.0;Desconocida;En buen estado;True;Desconocido;Desconocido;Privado;Sin piscina;False;False;True;2ª;2026-02-24;https://www.pisos.com/comprar/duplex-petrer_centro_urbano-59254526653_100900/
Chalet;595000;Dénia;38.841214;0.1082521;169.0;4.0;3.0;Entre 30 y 50 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-centro_urbano-59254550521_106500/
Apartamento;344666;La Vila Joiosa Villajoyosa;38.525780586;-0.173010547;112.0;2.0;2.0;Entre 20 y 30 años;En buen estado;False;Desconocido;Todos;Privado;Exterior;False;False;True;9ª;2026-02-23;https://www.pisos.com/comprar/apartamento-cala_de_villajoyosa-59254553008_104700/
Piso;420000;Guardamar del Segura;38.096242148;-0.659275375;108.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;True;Desconocida;2025-11-23;https://www.pisos.com/comprar/piso-zona_puerto_deportivo-59254613337_106600/
Chalet;659000;Algorfa;38.0587487;-0.7870657;235.0;4.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2025-11-24;https://www.pisos.com/comprar/chalet-algorfa_centro_urbano-59254617866_106500/
Piso;395000;Altea;38.6012242;-0.0466433;167.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;;https://www.pisos.com/comprar/piso-altea-59254624663_106500/
Ático;265000;Dénia;38.8466945;0.1069818;74.0;2.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;2026-02-18;https://www.pisos.com/comprar/atico-denia_puerto-59254656108_105600/
Chalet;1450000;Xàbia Jávea;38.74576;0.2171822;210.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2025-11-09;https://www.pisos.com/comprar/chalet-balcon_al_mar_cap_marti_adsubia-59254661243_106500/
Piso;254900;Alicante Alacant;38.3557058;-0.4882399;135.0;3.0;2.0;Desconocida;En buen estado;True;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;False;1ª;2026-01-20;https://www.pisos.com/comprar/piso-campoamor_altozano_campoamor03009-59254779869_106000/
Casa;300000;Dénia;38.7990033;0.0854464;183.0;4.0;4.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2026-02-24;https://www.pisos.com/comprar/casa-la_sella_la_xara_jesus_pobre03749-59254805834_100500/
Casa;775000;Altea;38.6459557;-0.0549839;255.0;3.0;3.0;Desconocida;En buen estado;False;Desconocido;Desconocido;Privado;Sin piscina;False;False;False;0ª;2026-02-16;https://www.pisos.com/comprar/casa-altea_altea_la_vella03599-59254853305_106700/
Ático;455000;Dénia;38.8357911;0.1173746;120.0;4.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Privado;Exterior;False;False;False;Desconocida;2026-02-18;https://www.pisos.com/comprar/atico-denia_puerto-59254858443_105600/
Ático;297000;Ondara;38.830213363;0.016085952;193.0;4.0;3.0;Desconocida;En buen estado;False;Desconocido;Desconocido;Privado;Sin piscina;True;True;True;Desconocida;;https://www.pisos.com/comprar/atico-ondara_centro_urbano-59254873544_106700/
Apartamento;215000;Orihuela;37.933393896;-0.727653337;85.0;2.0;2.0;Entre 10 y 20 años;En buen estado;True;Comunitario;Desconocido;Desconocido;Exterior;True;False;False;Desconocida;2026-02-23;https://www.pisos.com/comprar/apartamento-playa_flamenca_las_piscinas-59254878393_109300/
Piso;189999;San Miguel de Salinas;37.9832715;-0.7932194;114.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;1ª;;https://www.pisos.com/comprar/piso-san_miguel_de_salinas_centro_urbano-59254896726_106600/
