nombre;id;detalle_url;latitud;longitud;localidad;region;precio;superficie_construida;superficie_til;superficie_solar;habitaciones;baos;antigedad;conservacin;referencia;armarios_empotrados;carpintera_interior;tipo_suelo;carpintera_exterior;chimenea;cocina_equipada;comedor;lavadero;puerta_blindada;sistema_de_seguridad;terraza;jardn;orientacin;urbanizado;calle_alumbrada;calle_asfaltada;se_aceptan_mascotas;tipo_de_casa;garaje;piscina;gastos_de_comunidad;agua;aire_acondicionado;calefaccin;trastero;amueblado;vidrios_dobles;luz;telfono;adaptado_a_personas_con_movilidad_reducida;gas;no_se_aceptan_mascotas;ascensor;planta;exterior;balcn;soleado;portero_automtico;interior;fecha
Chalet en Finestrat;50048073921,1005;https://www.pisos.com/comprar/chalet-urbanizaciones_balco_de_finestrat_terra_marina-50048073921_100500/;38,569161282;-0,210496651;Finestrat;Alicante;849.000 €;161 m²;155 m²;;3;3.0;Menos de 5 años;;00717/10145;;;Gres;;;;;;;;;TRUE;;TRUE;;;;;;TRUE;;TRUE;TRUE;;;TRUE;;;;;;;;;;;;;;07/11/2025
"Apartamento en Carrer del Cicl&#xF3;n";50048189058,1005;https://www.pisos.com/comprar/apartamento-punta_prima_cinuelica_alameda_del_mar03189-50048189058_100500/;37,9431;-0,709405;Orihuela;Alicante;464.000 €;71 m²;70 m²;;2;2.0;Menos de 5 años;;NB-2p0001/10824;;;;;;;;;;;TRUE;TRUE;Sur;;;;;;1;Comunitaria;;;TRUE;;TRUE;;;;;;;;TRUE;6ª;;;;;;Desconocida_Revisada
Apartamento en calle de Oliva;50048327859,1005;https://www.pisos.com/comprar/apartamento-urbanizaciones_balco_de_finestrat_terra_marina-50048327859_100500/;38,551365885;-0,204114588;Finestrat;Alicante;279.900 €;100 m²;100 m²;;2;2.0;Menos de 5 años;;NB-2p0009/10824;1;;;;;;TRUE;;;;TRUE;;Norte;;;;;;;Comunitaria;;;;;TRUE;;;;;;;;TRUE;Bajo;;;;;;05/08/2025
Casa en El Verger;50048336638,1018;https://www.pisos.com/comprar/casa-el_verger_centro_urbano-50048336638_101800/;38,845270568;0,007848221;El Verger;Alicante;600.000 €;164 m²;;416 m²;3;4.0;Menos de 5 años;;I-00YWB2-W-02Y1NX;1;;;;;Cocina equipada;;;;;TRUE;Privado;;;;;;;1;Propia;;;;Central;TRUE;;;;;;;;;;;;;;;28/01/2026
Apartamento en Avenida del Puerto;50048380757,1005;https://www.pisos.com/comprar/apartamento-zona_puerto_deportivo-50048380757_100500/;38,097870973;-0,655859719;Guardamar del Segura;Alicante;309.000 €;126 m²;74 m²;;2;2.0;Menos de 5 años;;NB-2p0005/10824;1;;;;;;TRUE;;;;TRUE;;Oeste;;;;;;;Comunitaria;;;TRUE;;;;;;;;;;TRUE;1ª;;True;;;;05/08/2025
Piso en Avenida de Valencia;50048645299,1005;https://www.pisos.com/comprar/piso-pego_centro_urbano-50048645299_100500/;38,845557028;-0,115552128;Pego;Alicante;139.000 €;120 m²;115 m²;;3;2.0;Entre 10 y 20 años;;102VAL139.FPV-ID/3716;1;;;;;;TRUE;;TRUE;;;;Este;;;;;;;;Entre 60 y 80 €;TRUE;TRUE;Central;;TRUE;;;TRUE;;;;TRUE;2ª;;True;;;;17/02/2026
Casa en Alicante Province;50048665483,1089;https://www.pisos.com/comprar/casa-area_de_finestrat-50048665483_108900/;38,569153432;-0,207711505;Finestrat;Alicante;679.000 €;285 m²;;399 m²;3;3.0;;;S-1521376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12/01/2026
"Chalet en Los Balcones - los Altos del Ed&#xE9;n";50048789130,1005;https://www.pisos.com/comprar/chalet-los_balcones_los_altos_punta_prima03186-50048789130_100500/;37,9608738;-0,7347699;Torrevieja;Alicante;590.000 €;200 m²;180 m²;400 m²;4;3.0;Menos de 5 años;;4c0006/10824;;;;;;;TRUE;;TRUE;;TRUE;TRUE;Sur;;;;;;1;Propia;;;TRUE;;TRUE;;;;;;;;;;;;;;;05/08/2025
"Casa en calle de Ausi&#xE0;s March";50049358585,1018;https://www.pisos.com/comprar/casa-guardamar_del_segura_centro-50049358585_101800/;38,085773426;-0,652415435;Guardamar del Segura;Alicante;231.000 €;263 m²;;307 m²;4;2.0;Más de 50 años;;0960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20/02/2026
Casa adosada en Campello (E;50049539856,106;https://www.pisos.com/comprar/casa_adosada-el_campello_playa-50049539856_106000/;38,4334825;-0,3842281;El Campello;Alicante;840.000 €;180 m²;;80 m²;3;3.0;;En buen estado;MNFK3024;2;;Mármol;Aluminio;;Independiente;;;;;TRUE;;;;;;;Adosada;1;TRUE;;Termo electrico;A/a f/c centralizado;;;;;;;;;;;;;;;;;13/11/2025
"Chalet en Urbanizaci&#xF3;n Golf Bah&#xED;a";50049812441,1085;https://www.pisos.com/comprar/chalet-urbanizacion_golf_bahia-50049812441_108500/;38,552624;-0,1831891;Finestrat;Alicante;1.095.000 €;282 m²;216 m²;;3;3.0;;;A0537-C-1337;TRUE;;Mármol;;;Americana;;;TRUE;;No acristalada;;Suroeste;;;;;;;Privada;;;TRUE;;TRUE;;TRUE;;;;;;;;;;;;;10/12/2025
Chalet en Avenida de Jerez de la Frontera;50050276366,1005;https://www.pisos.com/comprar/chalet-ciudad_quesada-50050276366_100500/;38,053835222;-0,723181057;Rojales;Alicante;450.000 €;126 m²;125 m²;350 m²;3;2.0;Menos de 5 años;;NB-3c0031/10824;1;;;;;;TRUE;;;;TRUE;;Norte;TRUE;;;;;;Propia;;;;;;;;;;;;;;;;;;;;03/01/2026
"Piso en calle calle Pdte. Adolfo Su&#xE1;rez, n&#xBA; 12";50050286464,1093;https://www.pisos.com/comprar/piso-poble_de_ponent03502-50050286464_109300/;38,5428108;-0,1510686;Benidorm;Alicante;350.000 €;100 m²;100 m²;;2;2.0;;;ND 758;TRUE;;;;;TRUE;;TRUE;;;TRUE;TRUE;;;;;;;TRUE;TRUE;;;;TRUE;;TRUE;;;;;;;TRUE;;;;;;;Desconocida_Revisada
Chalet en calle Abubilas;50050331801,1005;https://www.pisos.com/comprar/chalet-la_siesta_el_salado_torreta_el_chaparral03184-50050331801_100500/;37,9988209;-0,6996507;Torrevieja;Alicante;385.000 €;114 m²;99 m²;135 m²;3;3.0;Menos de 5 años;;NB-3c0004/10824;1;;;;;;TRUE;;;;TRUE;;Sur;TRUE;;;;;;Propia;;;TRUE;;;;;;;;;;;;;;;;;05/02/2026
Piso en Carrer de la Virgen de los Desamparados, 101;50050344499,1036;https://www.pisos.com/comprar/piso-novelda_centro_urbano-50050344499_103600/;38,3826;-0,7691;Novelda;Alicante;57.293 €;103 m²;;;;;;;9206##9206_0061_PE0001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida
Casa en Polop;50051177685,1056;https://www.pisos.com/comprar/casa-polop_centro_urbano-50051177685_105600/;38,620409418;-0,146110343;Polop;Alicante;624.000 €;163 m²;;393 m²;4;3.0;;;NB-86226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/02/2026
Apartamento en Vistabella Golf;50051184024,1005;https://www.pisos.com/comprar/apartamento-orihuela_pedanias-50051184024_100500/;38,037904911;-0,816011638;Orihuela;Alicante;269.900 €;163 m²;75 m²;;2;2.0;Menos de 5 años;;VIVGC920/2695;1;;;;;;TRUE;;TRUE;;TRUE;TRUE;Este;;;;;;;Comunitaria;;TRUE;TRUE;TRUE;;;;;;;;;;1ª;;;;;;20/02/2026
Casa en Centro - Santa Cruz;50051254972,106;https://www.pisos.com/comprar/casa-mercado_casco_antiguo_san_anton03002-50051254972_106000/;38,3466128;-0,4806331;Alicante Alacant;Alicante;369.900 €;76 m²;;;1;1.0;;En buen estado;Z17346R;TRUE;;Cerámica;Madera;;Office;TRUE;;;;2;;;;;;;;;;;Termo electrico;A/a f/c;TRUE;;Semi amueblado;;;;;;;;;;;;;;Desconocida_Revisada
Chalet en Altea Hills;50051378408,1089;https://www.pisos.com/comprar/chalet-altea_hills-50051378408_108900/;38,6416473;-0,0087753;Altea;Alicante;1.650.000 €;340 m²;190 m²;800 m²;3;4.0;Menos de 5 años;;V2159;;;;;;TRUE;TRUE;TRUE;TRUE;;TRUE;TRUE;TRUE;;;;;;TRUE;Private;;;Hot cold;Yes;;;;;;;;;;;;;;;;24/02/2026
Piso en Playa - Muchavista;50051933157,106;https://www.pisos.com/comprar/piso-platja_muchavista-50051933157_106000/;38,414353;-0,3953545;El Campello;Alicante;359.900 €;110 m²;;;2;1.0;;En buen estado;3910;2;;Tarima flotante;Aluminio;;Independiente;TRUE;;;;;;;;;;;;;TRUE;;Termo electrico;;;;Semi amueblado;;;;;;;TRUE;9ª;;;;;;13/11/2025
"Casa en La Sella-La Xara-Jes&#xFA;s Pobre";50052024243,1018;https://www.pisos.com/comprar/casa-la_sella_la_xara_jesus_pobre03700-50052024243_101800/;38,8291484;0,0583397;"D&#xE9;nia";Alicante;375.000 €;224 m²;;2.309 m²;4;2.0;Más de 50 años;;I-00YX3A-W-02Y6ZD;;;;;;;;;;;TRUE;Privado;;;;;;;1;;;;;Central;;;;;;;;;;;;;;;;03/12/2025
Piso en Lomas de Campoamor-Las Ramblas;50052167854,1005;https://www.pisos.com/comprar/piso-las_mojadas_las_ramblas03189-50052167854_100500/;37,929110527;-0,769142954;Orihuela;Alicante;212.350 €;96 m²;80 m²;;2;2.0;Entre 10 y 20 años;;SDP04738CA/3696;1;;;;;;;;TRUE;;TRUE;;;;;;;;;Comunitaria;;;;;;;;;;;;;;Bajo;;;;;;20/01/2026
"Apartamento en &#xC1;rea de Finestrat";50052269704,1085;https://www.pisos.com/comprar/apartamento-area_de_finestrat-50052269704_108500/;38,552562915;-0,204314185;Finestrat;Alicante;279.000 €;115 m²;100 m²;;2;2.0;;;AP0261;;;;;;Americana;;;TRUE;;;Comunitario;;;;;;;;;;;TRUE;TRUE;;;TRUE;;;;;;TRUE;;TRUE;;;;;25/01/2026
Piso en Avenida de Argentina;50052354964,1005;https://www.pisos.com/comprar/piso-centre_port_platja_llevant-50052354964_100500/;38,19089703;-0,549165097;Santa Pola;Alicante;175.000 €;72 m²;70 m²;;2;1.0;;En buen estado;IB039;;;;;;Cocina amueblada;;;;;TRUE;;;;;;;;;;Entre 20 y 40 €;;;;;TRUE;;;;;;;TRUE;2ª;;;;;;Desconocida_Revisada
Chalet en Alrededores;50052392564,106;https://www.pisos.com/comprar/chalet-urbanizaciones_balco_de_finestrat_terra_marina-50052392564_106000/;38,554075963;-0,204518129;Finestrat;Alicante;549.000 €;220 m²;;360 m²;3;3.0;;En buen estado;MNF3821;TRUE;;Porcelanosa;Aluminio;;Office;2;;;;3;;;;;;;;;;;Termo electrico;Preinstalación;;;;;;;;;;;;;;;;;31/12/2025
Apartamento en Carrer del Doctor Luis Rivera, 119;50053261577,1018;https://www.pisos.com/comprar/apartamento-guardamar_del_segura_centro-50053261577_101800/;38,084;-0,653068;Guardamar del Segura;Alicante;325.000 €;148 m²;;;4;2.0;Entre 30 y 50 años;;1186;1;;;;;;;TRUE;;;TRUE;;;;;;;;;;;;;;;TRUE;;;;;;;TRUE;1ª;;;;;;23/02/2026
Chalet en Algorfa;50053818597,1005;https://www.pisos.com/comprar/chalet-algorfa_centro_urbano-50053818597_100500/;38,0587487;-0,7870657;Algorfa;Alicante;478.000 €;113 m²;110 m²;331 m²;3;2.0;Menos de 5 años;;VIPATGVR212121/2695;1;;;;;;;;;TRUE;TRUE;TRUE;Sur;TRUE;;;;;1;Propia;;;;Central;;;;;;;;;;;;;;;;20/02/2026
Apartamento en Urbanizaciones;50054542055,1056;https://www.pisos.com/comprar/apartamento-urbanizaciones03140-50054542055_105600/;38,0784079;-0,6548915;Guardamar del Segura;Alicante;294.000 €;78 m²;;;2;2.0;;;NB-18428;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Casa en La Veleta;50054583600,1005;https://www.pisos.com/comprar/casa-acequion_los_naufragos03185-50054583600_100500/;37,9662189;-0,7023813;Torrevieja;Alicante;239.900 €;78 m²;73 m²;;2;2.0;Entre 5 y 10 años;;A10330/6084;;;;;;;;;;;TRUE;TRUE;;;;;;;;Comunitaria;Entre 60 y 80 €;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Casa adosada en Carrer Carcaixent;50054612854,1018;https://www.pisos.com/comprar/casa_adosada-urbanizaciones03140-50054612854_101800/;38,0774515;-0,6550132;Guardamar del Segura;Alicante;399.000 €;161 m²;;;4;3.0;Menos de 5 años;;1403;1;;;;;Cocina equipada;;;TRUE;;TRUE;;;;;;;Adosada;1;Comunitaria;;;;;;TRUE;;;;;;;;;;;;;;20/02/2026
Piso en calle Loreto;50055033753,1005;https://www.pisos.com/comprar/piso-centro_urbano-50055033753_100500/;38,8405327;0,1047908;"D&#xE9;nia";Alicante;155.000 €;77 m²;74 m²;;3;1.0;Más de 50 años;;108LOR155.FPV-3FF/3716;;;Terrazo;;;;;;;;TRUE;;Sureste;;;;;;;;;TRUE;;;;TRUE;;;TRUE;;;;;2ª;;;;;;17/02/2026
Casa en Verdegas;50055146561,106;https://www.pisos.com/comprar/casa-el_verdegas-50055146561_106000/;38,405039;-0,5840896;Alicante Alacant;Alicante;339.900 €;220 m²;;2.900 m²;6;2.0;;En buen estado;18353;;;Gres;Aluminio;;Americana;;;;;;;;;;;;;;;;Termo electrico;;;;;;;;;;;;;;;;;;13/11/2025
Chalet en Alzabares;50055733528,1005;https://www.pisos.com/comprar/chalet-torrellano_valverde_parc_empresarial03290-50055733528_100500/;38,30701417;-0,646446417;Elx Elche;Alicante;479.900 €;215 m²;155 m²;2.500 m²;4;2.0;Entre 30 y 50 años;;05106/720;1;;;;TRUE;;TRUE;;;;TRUE;TRUE;Este;;;;;;1;Propia;;TRUE;;;TRUE;TRUE;;;TRUE;;;;;;;;;;;20/02/2026
Chalet en La Nucia;50055891824,1089;https://www.pisos.com/comprar/chalet-la_nucia_centro_urbano-50055891824_108900/;38,6015139;-0,0898377;La Nucia;Alicante;1.325.000 €;330 m²;330 m²;800 m²;3;5.0;Menos de 5 años;;V2155;;;;;;TRUE;TRUE;TRUE;TRUE;;;TRUE;TRUE;;;;;;TRUE;Private;;;Yes;Yes;TRUE;;;;;;;;;;;;;;;24/02/2026
Piso en Pueblo;50056238905,1005;https://www.pisos.com/comprar/piso-san_miguel_de_salinas_centro_urbano-50056238905_100500/;37,955358239;-0,794423352;San Miguel de Salinas;Alicante;279.900 €;82 m²;70 m²;;3;2.0;Menos de 5 años;;SDP04727SV/3696;1;;;;;;;;TRUE;;TRUE;;;;;;;;;Comunitaria;;;;;;;;;;;;;;Bajo;;;;;;20/01/2026
Casa en Aspe;50056296041,1005;https://www.pisos.com/comprar/casa-aspe_centro_urbano-50056296041_100500/;38,345071727;-0,766477958;Aspe;Alicante;66.050 €;186 m²;180 m²;76 m²;2;1.0;Más de 50 años;;29197/47;;;Terrazo;;;;TRUE;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;21/11/2025
Chalet en Avenida Riegos de Levante;50057029497,1005;https://www.pisos.com/comprar/chalet-los_montesinos_centro_urbano-50057029497_100500/;38,0391873;-0,7410019;Los Montesinos;Alicante;439.999 €;117 m²;116 m²;200 m²;3;3.0;Menos de 5 años;;NB-3c0025/10824;1;;;;;;TRUE;;;;TRUE;TRUE;Norte;TRUE;;;;;;Propia;;;;;;;;;;;;;;;;;;;;23/01/2026
Casa adosada en Gran Alacant;50057197559,1005;https://www.pisos.com/comprar/casa_adosada-centre_port_platja_llevant-50057197559_100500/;38,192561464;-0,554067509;Santa Pola;Alicante;270.000 €;117 m²;73 m²;;2;2.0;Menos de 5 años;;VIGMV001/2695;1;;;;;;;;;;TRUE;TRUE;Norte;TRUE;;;;Adosada;1;Comunitaria;;;;TRUE;;;;;;;;;;;;;;;;20/02/2026
Apartamento en calle Mayor;50057479389,1005;https://www.pisos.com/comprar/apartamento-la_mata_distrito03188-50057479389_100500/;38,0258937;-0,6542006;Torrevieja;Alicante;260.000 €;90 m²;;;2;2.0;Entre 5 y 10 años;;a10532/6084;;;;;;;;;;;TRUE;;Sur;;;;;;;;;;TRUE;;;TRUE;;;;;;;TRUE;3ª;;True;;;;Desconocida_Revisada
"&#xC1;tico en Playa de Poniente";50057971163,1005;https://www.pisos.com/comprar/atico-platja_de_ponent03502-50057971163_100500/;38,535872338;-0,158425293;Benidorm;Alicante;995.000 €;290 m²;;;3;6.0;Entre 20 y 30 años;;TREC-395/11724;1;;Mármol;;;;;;;TRUE;;;;;;;;;;Comunitaria;Más de 100 €;;TRUE;TRUE;;;;;;;;;TRUE;Bajo;;True;;;;10/02/2026
Apartamento en calle de Pedro Lorca;50058087610,1005;https://www.pisos.com/comprar/apartamento-torrevieja_centro03181-50058087610_100500/;37,9766689;-0,6777891;Torrevieja;Alicante;464.000 €;165 m²;75 m²;;3;2.0;Menos de 5 años;;NB-3p0007/10824;1;;;;;;TRUE;;;;TRUE;;Sur;;;;;;;TRUE;;;;;;;;;;;;;TRUE;4ª;;;;;;05/08/2025
Casa adosada en Partida Cotoveta;50058675885,1089;https://www.pisos.com/comprar/casa_adosada-mutxamel_centro_urbano-50058675885_108900/;38,4319607;-0,423921;Mutxamel;Alicante;450.000 €;327 m²;250 m²;;3;3.0;;;1627;;;;;;TRUE;;;TRUE;;TRUE;;;;;;;Adosada;;;;TRUE;;;;;;;;;;;;;;;;;;24/02/2026
Piso en Montepinar-La Aparecida-Raiguero;50058985988,1005;https://www.pisos.com/comprar/piso-orihuela_pedanias03311-50058985988_100500/;38,076236063;-1,015879934;Orihuela;Alicante;76.500 €;128 m²;120 m²;;3;1.0;Más de 50 años;;GEANT00038779675/2695;1;;Gres;;;;;;TRUE;;;;Norte;;;;;;;;;;;;;;;;;;;;;Bajo;;;;;;Desconocida_Revisada
Casa en Pilar de La Horadada;50059545287,1005;https://www.pisos.com/comprar/casa-pilar_de_la_horadada_nucleo03190-50059545287_100500/;37,871886468;-0,797485637;Pilar de la Horadada;Alicante;370.000 €;114 m²;110 m²;200 m²;3;2.0;Menos de 5 años;;VIMGRB018/2695;1;;Parquet;;;;;;;;TRUE;TRUE;Sur;;;;;;;Comunitaria;;;;Central;;;;;;;;;;;;;;;;20/02/2026
Chalet en Bonalba;50059619922,106;https://www.pisos.com/comprar/chalet-partidas_de_alicante_montnegre-50059619922_106000/;38,4611244;-0,5103254;Alicante Alacant;Alicante;499.900 €;300 m²;;9.100 m²;5;2.0;Entre 20 y 30 años;En buen estado;3728;TRUE;;Terrazo;Aluminio;;Independiente;TRUE;;;;TRUE;;;;;;;;Más de 2;;;Termo electrico;A/a f/c;TRUE;;;;;;;;;;;;;;;;13/11/2025
Piso en Centro;50059833110,106;https://www.pisos.com/comprar/piso-el_campello_pueblo-50059833110_106000/;38,4282229;-0,3955592;El Campello;Alicante;559.900 €;132 m²;;;3;2.0;Entre 10 y 20 años;En buen estado;MNF49018;TRUE;;Tarima flotante;Aluminio;;Independiente;TRUE;;;;TRUE;;;;;;;;1;;;Gas natural;A/a f/c centralizado;;;;;;;;;;TRUE;2ª;;;;;;Desconocida_Revisada
"Casa en Villamart&#xED;n";50060560522,106;https://www.pisos.com/comprar/casa-las_filipinas_villamartin_canal_norte03189-50060560522_106000/;37,9374006;-0,7480518;Orihuela;Alicante;816.000 €;160 m²;;1.770 m²;3;4.0;;En buen estado;38167R;TRUE;;Porcelanosa;Aluminio;;Office;TRUE;;;;2;;;;;;;;;;;Termo electrico;Preinstalación;;;Semi amueblado;;;;;;;;;;;;;;05/02/2026
Casa en Pueblo;50061028899,1005;https://www.pisos.com/comprar/casa-sella_centro_urbano-50061028899_100500/;38,609197955;-0,272365807;Sella;Alicante;240.000 €;120 m²;90 m²;;3;3.0;Entre 20 y 30 años;;05877/1156;1;;Terrazo;;;;TRUE;;;;TRUE;;Sur;;;;;;;;;;;;;TRUE;;;TRUE;;;;;;;;;;;23/02/2026
"Casa adosada en Adosado Entre Avda. del Mediterr&#xE1;neo y Sagrada Familia";50061368508,1091;https://www.pisos.com/comprar/casa_adosada-elda_centro_urbano-50061368508_109100/;38,46586222;-0,788005114;Elda;Alicante;220.000 €;221 m²;221 m²;;4;2.0;;;289611;;;Terrazo;Otros;;;;;;;TRUE;;Norte;;;;;Adosada;1;;;;Con bomba de calor;Eléctrica;;;;;;;;;;;;;;;;Desconocida_Revisada
Chalet en Altea La Nova;50061686952,1005;https://www.pisos.com/comprar/chalet-altea_altea_la_vella03599-50061686952_100500/;38,6434173;-0,031964;Altea;Alicante;2.135.000 €;535 m²;500 m²;1.252 m²;4;6.0;Menos de 5 años;;0303004/2394;1;;;;;;TRUE;;TRUE;TRUE;TRUE;TRUE;Sur;;;;;;1;Propia;;TRUE;TRUE;;TRUE;;;;;;;;;;;;;;;23/02/2026
Chalet en Ciudad Quesada;50061744657,106;https://www.pisos.com/comprar/chalet-rojales_centro_urbano-50061744657_106000/;38,063954248;-0,713859024;Rojales;Alicante;680.000 €;156 m²;;530 m²;3;3.0;;En buen estado;38168R2;TRUE;;Porcelanosa;Aluminio;;Office;TRUE;;;;2;;;;;;;;;;;Termo electrico;Preinstalación;;;Semi amueblado;;;;;;;;;;;;;;05/02/2026
Apartamento en calle Don Manuel Martinez Guira;50062014682,1005;https://www.pisos.com/comprar/apartamento-torrevieja_centro03181-50062014682_100500/;37,9840196;-0,6804073;Torrevieja;Alicante;275.000 €;212 m²;193 m²;;5;3.0;Entre 10 y 20 años;;NB-5p0001/10824;1;;;;;;TRUE;;;;TRUE;;Noreste;;;;;;;;Más de 100 €;;TRUE;;;;;;;;;;TRUE;1ª;;True;;;;Desconocida_Revisada
"Apartamento en Urbanizaciones Balc&#xF3; de Finestrat-Terra Marina";50062142859,1056;https://www.pisos.com/comprar/apartamento-urbanizaciones_balco_de_finestrat_terra_marina-50062142859_105600/;38,543498186;-0,180456278;Finestrat;Alicante;275.000 €;73 m²;;;2;2.0;;;NB-61628;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Piso en Centro - Explanada;50062177618,106;https://www.pisos.com/comprar/piso-casco_antiguo_santa_cruz03001-50062177618_106000/;38,344129;-0,4822537;Alicante Alacant;Alicante;509.900 €;170 m²;;;3;3.0;;En buen estado;0016153;TRUE;;Mármol;Madera;;Independiente;TRUE;;;;;;;;;;;;1;;;Termo electrico;A/a f/c centralizado;Eléctrica;;Semi amueblado;;;;;;;TRUE;4ª;;;;;;Desconocida_Revisada
Piso en Rincon de Loix;50062222612,1005;https://www.pisos.com/comprar/piso-poble_de_llevant03503-50062222612_100500/;38,538529256;-0,112285799;Benidorm;Alicante;252.000 €;100 m²;95 m²;;3;2.0;Entre 30 y 50 años;;05883/1156;1;;Terrazo;;;;;;TRUE;;TRUE;TRUE;Sureste;;;;;;1;Comunitaria;Más de 100 €;TRUE;;;;TRUE;;;TRUE;;;;TRUE;10ª;;;;;;Desconocida_Revisada
Casa en Plaza de Ecce-Homo;50062388355,1005;https://www.pisos.com/comprar/casa-pego_centro_urbano-50062388355_100500/;38,842917019;-0,117790433;Pego;Alicante;249.900 €;341 m²;116 m²;131 m²;6;2.0;Más de 50 años;;102EHO250.FPV-3FF/3716;;;;;TRUE;;;;;;TRUE;;Este;;;;;;;;;TRUE;;;TRUE;TRUE;;;TRUE;;;;;;;;;;;17/02/2026
"&#xC1;tico en Las Marinas";50062526367,1089;https://www.pisos.com/comprar/atico-denia_les_marines03700-50062526367_108900/;38,847786;0,1006586;"D&#xE9;nia";Alicante;470.000 €;125 m²;;;3;2.0;;;A-1023C;;;;;;TRUE;TRUE;;TRUE;;;TRUE;TRUE;;;;;;TRUE;Community;;;Duct based;Electric;;;;;;;;;TRUE;4ª;;;;;;29/01/2026
Piso en Benissa Interior;50062600535,1093;https://www.pisos.com/comprar/piso-teulada-50062600535_109300/;38,728285;0,0921787;Teulada;Alicante;1.795.000 €;370 m²;;;4;5.0;;;VBS0557;;;;;TRUE;TRUE;;TRUE;;;TRUE;TRUE;Sur;;;;;;;Private;;;Duct based;Radiating floor;;;;;;;;;;;;;;;;Desconocida_Revisada
"Casa adosada en Parque del Nal&#xF3;n";50062659739,1005;https://www.pisos.com/comprar/casa_adosada-san_fulgencio_centro_urbano-50062659739_100500/;38,126318395;-0,686986874;San Fulgencio;Alicante;84.000 €;29 m²;;45 m²;1;1.0;Entre 30 y 50 años;;Emp5921/10055;1;;;;;;TRUE;;;;TRUE;TRUE;Sur;TRUE;;;;Adosada;;;;TRUE;TRUE;TRUE;;TRUE;;;TRUE;;;;;;;;;;;29/09/2025
Chalet en Cumbre del Sol;50062860488,1093;https://www.pisos.com/comprar/chalet-el_poble_nou_de_benitatxell_benitachell_centro_urb-50062860488_109300/;38,710760555;0,15557608;El Poble Nou de Benitatxell Benitachell;Alicante;1.550.000 €;450 m²;;800 m²;4;4.0;;;VCS7088;;;;;TRUE;TRUE;;;;;TRUE;TRUE;Sur;;;;;;;∞;;;Duct based;Radiating floor;;;;;;;;;;;;;;;;28/08/2025
Casa en Elche-Elx - Altabix;50063060395,106;https://www.pisos.com/comprar/casa-elx_elche_pedanias_norte03207-50063060395_106000/;38,3004067;-0,6755126;Elx Elche;Alicante;430.000 €;335 m²;;2.000 m²;5;3.0;;En buen estado;12399R;1;;Terrazo;Madera;;Independiente;TRUE;;;;2;;;;;;;;1;;;Termo gas;;;;;;;;;;;;;;;;;;13/11/2025
Casa adosada en La Zenia;50063115964,106;https://www.pisos.com/comprar/casa_adosada-playa_flamenca_las_piscinas-50063115964_106000/;37,933238043;-0,729559976;Orihuela;Alicante;480.000 €;176 m²;;200 m²;3;3.0;;En buen estado;K3003R;TRUE;;Gres;Aluminio;;Office;TRUE;;;;2;;;;;;;Adosada;;;;Termo electrico;Preinstalación;TRUE;;Cocina amueblada;;;;;;;;;;;;;;05/02/2026
Piso en Playa;50063157494,106;https://www.pisos.com/comprar/piso-playas_playa_de_san_juan03540-50063157494_106000/;38,3683219;-0,4115731;Alicante Alacant;Alicante;758.900 €;120 m²;;;3;2.0;;En buen estado;17136;;;Gres;Aluminio;;Independiente;TRUE;;;;TRUE;;;;;;;;;;;Termo gas;;;;Semi amueblado;;;;;;;TRUE;6ª;;;;;;13/11/2025
Chalet en Albatera;50063182749,106;https://www.pisos.com/comprar/chalet-albatera_centro_urbano-50063182749_106000/;38,176656427;-0,873111477;Albatera;Alicante;246.500 €;280 m²;;;3;2.0;;En buen estado;0016260;TRUE;;Gres;Madera;;Independiente;TRUE;;;;TRUE;;;;;;;;1;;;Gas natural;A/a f/c;;;;;;;;;;;;;;;;;Desconocida_Revisada
Piso en Centro;50063327623,106;https://www.pisos.com/comprar/piso-centro_tradicional03002-50063327623_106000/;38,3447397;-0,4846942;Alicante Alacant;Alicante;414.900 €;202 m²;;;6;2.0;;En buen estado;17313;2;;Porcelanosa;Aluminio;;Independiente;TRUE;;;;;;;;;;;;;;;Termo electrico;A/a f/c centralizado;TRUE;;;;;;;;;TRUE;5ª;;;;;;13/11/2025
Casa en calle Pego;50063385789,1005;https://www.pisos.com/comprar/casa-los_balcones_los_altos_punta_prima03186-50063385789_100500/;37,9641835;-0,7366449;Torrevieja;Alicante;325.000 €;115 m²;70 m²;;3;2.0;Menos de 5 años;;NB-3c0019/10824;1;;;;;;TRUE;;;;TRUE;;Norte;TRUE;;;;;;Comunitaria;;;;;TRUE;;;;;;;;;;;;;;;22/01/2026
